,date,volume,price,high,low,open,change,timestamp,FOXBUSINES.text_COUNT_last1days:microsoft,FOXBUSINES.text_last1days:microsoft,transformedDoc
23,05-02-2013 16:00:00,35.41M,27.5,27.66,27.36,27.62,0.22%,1360080000.0,1,['dell reportedly finalizing mega deal worth up to 13_75 a share; microsoft to invest 2b '],dell reportedly finalizing mega deal worth up to 13_75 a share; microsoft to invest 2b 
24,06-02-2013 16:00:00,41.89M,27.34,27.54,27.25,27.38,-0.58%,1360166400.0,2,"['stocks slump, oil skids 1_2% lower as wall street moves further from five-year highs_ dow -65 pts_ ', 'why microsoft played it safe in the 244b  dell deal ']","stocks slump, oil skids 1_2% lower as wall street moves further from five-year highs_ dow -65 pts_ why microsoft played it safe in the 244b  dell deal "
25,07-02-2013 16:00:00,38.03M,27.28,27.39,27.1,27.35,-0.22%,1360252800.0,1,"['stocks open slightly lower w/ euro news, labor, retail figures in focus_ dow -12 pts_ ']","stocks open slightly lower w/ euro news, labor, retail figures in focus_ dow -12 pts_ "
26,08-02-2013 16:00:00,33.32M,27.55,27.71,27.31,27.35,0.99%,1360339200.0,1,"['stocks are pushing higher, helped by stronger-than-expected u_s_ and china trade data_ dow +42 pts_ ']","stocks are pushing higher, helped by stronger-than-expected u_s_ and china trade data_ dow +42 pts_ "
27,11-02-2013 16:00:00,32.25M,27.86,27.92,27.5,27.65,1.13%,1360598400.0,1,['stocks kick off the week slightly lower_ dow -27 pts_ '],stocks kick off the week slightly lower_ dow -27 pts_ 
28,12-02-2013 16:00:00,35.99M,27.88,28.0,27.75,27.88,0.07%,1360684800.0,0,[],
29,13-02-2013 16:00:00,41.72M,28.03,28.11,27.88,27.93,0.54%,1360771200.0,1,['httpoverstockcom ceo patrick byrne taking a medical leave of absence '],httpoverstockcom ceo patrick byrne taking a medical leave of absence 
30,14-02-2013 16:00:00,32.66M,28.04,28.06,27.87,27.92,0.04%,1360857600.0,0,[],
31,15-02-2013 16:00:00,49.66M,28.01,28.16,27.88,28.04,-0.11%,1360944000.0,0,[],
32,19-02-2013 16:00:00,38.81M,28.05,28.09,27.8,27.88,0.14%,1361289600.0,2,"['microsoft is missing out on billions in revenue by not offering office on # apples ipad: ', 'stocks are starting the trading week off in the green but health insurers are under pressure heres why ']",microsoft is missing out on billions in revenue by not offering office on # apples ipad: stocks are starting the trading week off in the green but health insurers are under pressure heres why 
33,20-02-2013 16:00:00,44.11M,27.87,28.2,27.83,28.13,-0.64%,1361376000.0,0,[],
34,21-02-2013 16:00:00,49.09M,27.49,27.74,27.23,27.74,-1.36%,1361462400.0,1,['stocks extend slide as energy futures tumble_ dow -39 pts_ '],stocks extend slide as energy futures tumble_ dow -39 pts_ 
35,22-02-2013 16:00:00,31.43M,27.76,27.76,27.48,27.68,0.98%,1361548800.0,3,"['stocks skid for second day amid mixed data_ dow -47 pts_ ', 'ever wonder what movies bill gates or jamie dimon enjoy watching in their spare time? @ lizclaman has the details: ', 'stocks rebound after the worst two-day slide of the year_ dow +45 pts_ ']",stocks skid for second day amid mixed data_ dow -47 pts_ ever wonder what movies bill gates or jamie dimon enjoy watching in their spare time? @ lizclaman has the details: stocks rebound after the worst two-day slide of the year_ dow +45 pts_ 
36,25-02-2013 16:00:00,48.02M,27.37,28.05,27.37,27.97,-1.40%,1361808000.0,1,['stocks kick off the week on a high note as traders eye italian elections_ dow +50 pts_ '],stocks kick off the week on a high note as traders eye italian elections_ dow +50 pts_ 
37,26-02-2013 16:00:00,49.93M,27.37,27.6,27.34,27.38,0.00%,1361894400.0,2,"['stocks jump on strong housing data; home depot rallies_ dow +78 pts_ ', 'stock futures point mildly higher after wall streets steepest drop since november ']",stocks jump on strong housing data; home depot rallies_ dow +78 pts_ stock futures point mildly higher after wall streets steepest drop since november 
38,27-02-2013 16:00:00,36.40M,27.81,28.0,27.33,27.42,1.61%,1361980800.0,0,[],
39,28-02-2013 16:00:00,35.84M,27.8,27.97,27.74,27.88,-0.04%,1362067200.0,1,['stocks roar higher as fears about italy cool down_ dow +175 pts_ '],stocks roar higher as fears about italy cool down_ dow +175 pts_ 
40,01-03-2013 16:00:00,34.85M,27.95,27.98,27.52,27.72,0.54%,1362153600.0,1,['stocks fall as euro worries ramp up_ dow -73 pts_ '],stocks fall as euro worries ramp up_ dow -73 pts_ 
41,04-03-2013 16:00:00,38.17M,28.15,28.15,27.7,27.85,0.72%,1362412800.0,0,[],
42,05-03-2013 16:00:00,41.44M,28.35,28.54,28.16,28.29,0.71%,1362499200.0,0,[],
43,06-03-2013 16:00:00,51.45M,28.09,28.23,27.78,28.21,-0.92%,1362585600.0,0,[],
44,07-03-2013 16:00:00,29.20M,28.14,28.28,28.0,28.11,0.18%,1362672000.0,1,['microsoft fined 732m for breaking a voluntary agreement with eu regulators over windows browser choices: '],microsoft fined 732m for breaking a voluntary agreement with eu regulators over windows browser choices: 
45,08-03-2013 16:00:00,37.67M,28.0,28.33,27.96,28.25,-0.50%,1362758400.0,0,[],
46,11-03-2013 16:00:00,36.64M,27.87,27.97,27.67,27.94,-0.46%,1363017600.0,1,['# stocks slip in early trading amid global worries_ dow -16 pts_ '],# stocks slip in early trading amid global worries_ dow -16 pts_ 
47,12-03-2013 16:00:00,39.26M,27.91,27.95,27.64,27.84,0.14%,1363104000.0,2,"['stocks slip from multi-year highs as traders brace for another # budget battle in # washington_ ', 'stocks extend winning streak to seven sessions_ dow closes at another record high_ ']",stocks slip from multi-year highs as traders brace for another # budget battle in # washington_ stocks extend winning streak to seven sessions_ dow closes at another record high_ 
48,13-03-2013 16:00:00,29.10M,27.91,28.02,27.75,27.87,0.00%,1363190400.0,2,"['stocks slip as # euro worries overshadow strong # retail sales data_ dow -26 pts_ ', 'wolf of wall street a convicted stock fraudster gets 1 million pay day for movie rights  cgasparino reports ']",stocks slip as # euro worries overshadow strong # retail sales data_ dow -26 pts_ wolf of wall street a convicted stock fraudster gets 1 million pay day for movie rights  cgasparino reports 
49,14-03-2013 16:00:00,55.92M,28.14,28.16,27.93,28.0,0.82%,1363276800.0,1,"['stocks climb on strong data_ dow at new record high, s&p eyes all-time high_ ']","stocks climb on strong data_ dow at new record high, s&p eyes all-time high_ "
50,15-03-2013 16:00:00,92.71M,28.04,28.16,27.98,28.03,-0.36%,1363363200.0,2,"['today on @ foxbusiness were all about the business of vice & sin stocks_ firearm makers, alcohol, tobacco & casinos_ stay tuned @ # sinsells_', 'stock futures flat as traders await a deluge of data_ ']","today on @ foxbusiness were all about the business of vice & sin stocks_ firearm makers, alcohol, tobacco & casinos_ stay tuned @ # sinsells_stock futures flat as traders await a deluge of data_ "
51,18-03-2013 16:00:00,44.83M,28.1,28.28,27.81,27.88,0.21%,1363622400.0,2,"['stocks slump in choppy action amid worries about # cyprus and the # eurozone_ dow -74 pts_ ', 'stock futures hit as # cyprus worries mount, but recover from session lows_ dow futures -70pts_ ']","stocks slump in choppy action amid worries about # cyprus and the # eurozone_ dow -74 pts_ stock futures hit as # cyprus worries mount, but recover from session lows_ dow futures -70pts_ "
52,19-03-2013 16:00:00,51.90M,28.18,28.22,28.03,28.12,0.28%,1363708800.0,1,"['stocks slump as # euro, # cyprus worries mount_ dow -62 pts_ ']","stocks slump as # euro, # cyprus worries mount_ dow -62 pts_ "
53,20-03-2013 16:00:00,35.45M,28.32,28.49,28.18,28.34,0.50%,1363795200.0,0,[],
54,21-03-2013 16:00:00,34.23M,28.11,28.36,28.05,28.11,-0.74%,1363881600.0,1,['stocks hold gains -- even rise -- as fed stays firm on policy_ dow +80 pts_ '],stocks hold gains -- even rise -- as fed stays firm on policy_ dow +80 pts_ 
55,22-03-2013 16:00:00,28.72M,28.25,28.34,28.1,28.19,0.50%,1363968000.0,1,['stocks cut weekly losses as traders eye # cyprus_ dow +56 pts_ '],stocks cut weekly losses as traders eye # cyprus_ dow +56 pts_ 
56,25-03-2013 16:00:00,44.15M,28.16,28.35,27.96,28.3,-0.32%,1364227200.0,0,[],
57,26-03-2013 16:00:00,27.83M,28.16,28.34,28.11,28.24,0.00%,1364313600.0,0,[],
58,27-03-2013 16:00:00,36.05M,28.37,28.45,28.08,28.14,0.75%,1364400000.0,0,[],
59,28-03-2013 16:00:00,55.46M,28.61,28.66,28.26,28.32,0.85%,1364486400.0,2,"['stocks open mildly higher with the dow set to close out its best  1q since 98 on a high note ', 'shares of cliffs natural plummet 15% to a four-year low, making it the s&p 500s worst-performing stock ytd: ']","stocks open mildly higher with the dow set to close out its best  1q since 98 on a high note shares of cliffs natural plummet 15% to a four-year low, making it the s&p 500s worst-performing stock ytd: "
60,01-04-2013 16:00:00,29.20M,28.61,28.66,28.36,28.64,0.00%,1364832000.0,1,['stocks seek direction after 1q rally as traders await # ism data_ dow +4_8 pts_ '],stocks seek direction after 1q rally as traders await # ism data_ dow +4_8 pts_ 
61,02-04-2013 16:00:00,28.46M,28.8,28.85,28.52,28.59,0.66%,1364918400.0,1,['stock start 2q off slightly lower amid weak manufacturing data_ dow -5_7 pts_ '],stock start 2q off slightly lower amid weak manufacturing data_ dow -5_7 pts_ 
62,03-04-2013 16:00:00,35.06M,28.56,28.95,28.54,28.75,-0.83%,1365004800.0,0,[],
63,04-04-2013 16:00:00,45.27M,28.59,28.61,28.27,28.39,0.11%,1365091200.0,1,"['bofa merrill lynch finally downgrades microsoft after long-time buy"" rating: ']","bofa merrill lynch finally downgrades microsoft after long-time buy"" rating: "
64,05-04-2013 16:00:00,50.93M,28.7,28.78,28.11,28.22,0.38%,1365177600.0,1,['stocks sell off as traders pan a disappointing monthly # jobs report_ dow -132 pts_ '],stocks sell off as traders pan a disappointing monthly # jobs report_ dow -132 pts_ 
65,08-04-2013 16:00:00,34.76M,28.59,28.73,28.47,28.73,-0.38%,1365436800.0,0,[],
66,09-04-2013 16:00:00,77.74M,29.61,29.82,28.68,28.73,3.57%,1365523200.0,1,['stocks edge up on strong # china data_ dow +24 pts_ '],stocks edge up on strong # china data_ dow +24 pts_ 
67,10-04-2013 16:00:00,71.12M,30.28,30.32,29.52,29.57,2.26%,1365609600.0,0,[],
68,11-04-2013 16:00:00,130.92M,28.93,29.2,28.73,29.1,-4.46%,1365696000.0,2,"['stock futures signal dow, s&p may open near record highs as traders mull upbeat # jobs data_ ', 'watch fbns  cgasparino gives four reasons why investors should stay away from herbalife stock ']","stock futures signal dow, s&p may open near record highs as traders mull upbeat # jobs data_ watch fbns  cgasparino gives four reasons why investors should stay away from herbalife stock "
69,12-04-2013 16:00:00,62.89M,28.79,29.02,28.66,28.85,-0.48%,1365782400.0,1,"['stocks off to a weak start on gloomy retail sales data, tepid bank earnings_ ']","stocks off to a weak start on gloomy retail sales data, tepid bank earnings_ "
70,15-04-2013 16:00:00,56.34M,28.69,28.98,28.51,28.65,-0.35%,1366041600.0,2,"['microsoft also said to be working on a smartwatch after rumors bubbled earlier this year regarding apple watch: ', 'stocks slump and gold on track for steepest 2-day drop in 33 years amid economic jitters_ dow -104 pts: ']",microsoft also said to be working on a smartwatch after rumors bubbled earlier this year regarding apple watch: stocks slump and gold on track for steepest 2-day drop in 33 years amid economic jitters_ dow -104 pts: 
71,16-04-2013 16:00:00,52.80M,28.97,29.14,28.7,28.9,0.98%,1366128000.0,0,[],
72,17-04-2013 16:00:00,52.84M,28.82,29.04,28.6,28.85,-0.52%,1366214400.0,1,"['bofa, yahoo earnings, coupled with continued # euro woes, send stocks sliding_ dow -105 pts_ ']","bofa, yahoo earnings, coupled with continued # euro woes, send stocks sliding_ dow -105 pts_ "
73,18-04-2013 16:00:00,56.91M,28.79,28.98,28.5,28.95,-0.10%,1366300800.0,1,"['stocks wobble at open amid mixed earnings, weak data_ dow -25 pts_ ']","stocks wobble at open amid mixed earnings, weak data_ dow -25 pts_ "
74,19-04-2013 16:00:00,99.79M,29.77,30.24,29.61,29.62,3.40%,1366387200.0,1,['microsoft 3q revenue jumps 18%: '],microsoft 3q revenue jumps 18%: 
75,22-04-2013 16:00:00,137.91M,30.83,31.18,30.27,30.3,3.56%,1366646400.0,2,"['stocks are posting tepid gains ahead of a key housing report_ ', 'stock futures climb on the back of a rally in european markets_ ']",stocks are posting tepid gains ahead of a key housing report_ stock futures climb on the back of a rally in european markets_ 
76,23-04-2013 16:00:00,59.13M,30.6,30.9,30.38,30.7,-0.75%,1366732800.0,1,['stocks kick off the day in the green on the back of strong earnings_ '],stocks kick off the day in the green on the back of strong earnings_ 
77,24-04-2013 16:00:00,90.96M,31.76,31.92,30.6,30.62,3.79%,1366819200.0,1,"['stock futures are up mildly ahead of durable goods data, due out in five minutes_ ']","stock futures are up mildly ahead of durable goods data, due out in five minutes_ "
78,25-04-2013 16:00:00,110.70M,31.94,32.84,31.54,31.71,0.57%,1366905600.0,1,"['stocks rise on upbeat jobs data, but earnings weigh_ ']","stocks rise on upbeat jobs data, but earnings weigh_ "
79,26-04-2013 16:00:00,47.80M,31.79,31.98,31.45,31.9,-0.47%,1366992000.0,1,['stocks are struggling for direction amid weak data_ dow up 4 points_ '],stocks are struggling for direction amid weak data_ dow up 4 points_ 
80,29-04-2013 16:00:00,59.12M,32.61,32.68,31.77,31.8,2.58%,1367251200.0,1,['stocks kick off the week in the green on strong consumer spending data_ '],stocks kick off the week in the green on strong consumer spending data_ 
81,30-04-2013 16:00:00,75.17M,33.1,33.11,32.28,32.56,1.50%,1367337600.0,0,[],
82,01-05-2013 16:00:00,54.34M,32.72,33.08,32.6,32.93,-1.15%,1367424000.0,2,"['stocks in the red amid weak # jobs data_ vehicle sales figures coming out_ ', 's&p climbs 1_8% in april, closing at a fresh record high_ defensive stocks led the way higher_ heres more: ']","stocks in the red amid weak # jobs data_ vehicle sales figures coming out_ s&p climbs 1_8% in april, closing at a fresh record high_ defensive stocks led the way higher_ heres more: "
83,02-05-2013 16:00:00,46.07M,33.16,33.17,32.39,32.63,1.34%,1367510400.0,0,[],
84,03-05-2013 16:00:00,46.79M,33.49,33.52,33.08,33.23,1.00%,1367596800.0,2,"['stocks soar, s&p 500 surpasses 1600 as traders cheer # jobs data_ ', 'stocks soar as traders cheer # ecb cut, strong u_s_ data_ ']","stocks soar, s&p 500 surpasses 1600 as traders cheer # jobs data_ stocks soar as traders cheer # ecb cut, strong u_s_ data_ "
85,06-05-2013 16:00:00,40.98M,33.75,33.91,33.25,33.42,0.78%,1367856000.0,1,['_ @ warrenbuffett to @ lizclaman: stocks are headed much higher in coming years_ '],_ @ warrenbuffett to @ lizclaman: stocks are headed much higher in coming years_ 
86,07-05-2013 16:00:00,43.08M,33.31,33.79,33.24,33.65,-1.30%,1367942400.0,0,[],
87,08-05-2013 16:00:00,51.60M,32.99,33.24,32.65,33.07,-0.96%,1368028800.0,0,[],
88,09-05-2013 16:00:00,46.42M,32.66,33.0,32.59,32.85,-1.00%,1368115200.0,1,"['rt @mattmegan5: as # sohnconf kicks off, u_s_ stocks are slightly higher and the # dow is just above 15k: ']","rt @mattmegan5: as # sohnconf kicks off, u_s_ stocks are slightly higher and the # dow is just above 15k: "
89,10-05-2013 16:00:00,36.40M,32.69,32.72,32.32,32.67,0.09%,1368201600.0,1,"['stocks end mildly lower, with dow and s&p 500 receding from record highs_ ']","stocks end mildly lower, with dow and s&p 500 receding from record highs_ "
90,13-05-2013 16:00:00,36.04M,33.03,33.07,32.55,32.61,1.04%,1368460800.0,0,[],
91,14-05-2013 16:00:00,56.87M,33.53,33.53,32.8,32.86,1.51%,1368547200.0,1,['this analytics company mines @ twitter for # stock picks: '],this analytics company mines @ twitter for # stock picks: 
92,15-05-2013 16:00:00,46.31M,33.84,33.9,33.43,33.45,0.92%,1368633600.0,0,[],
93,16-05-2013 16:00:00,59.38M,34.08,34.15,33.55,33.64,0.71%,1368720000.0,0,[],
94,17-05-2013 16:00:00,60.67M,34.87,34.87,34.1,34.13,2.32%,1368806400.0,0,[],
95,20-05-2013 16:00:00,54.03M,35.08,35.09,34.68,34.73,0.60%,1369065600.0,0,[],
96,21-05-2013 16:00:00,48.71M,34.85,35.27,34.72,35.1,-0.66%,1369152000.0,0,[],
97,22-05-2013 16:00:00,66.05M,34.61,34.84,34.36,34.79,-0.69%,1369238400.0,1,['solar  stocks like  yge  jaso and  fslr on fire '],solar  stocks like  yge  jaso and  fslr on fire 
98,23-05-2013 16:00:00,51.11M,34.15,34.55,33.9,34.23,-1.33%,1369324800.0,1,['stocks thrashed by mounting worries about the global economy and # fed easing_ '],stocks thrashed by mounting worries about the global economy and # fed easing_ 
99,24-05-2013 16:00:00,33.18M,34.27,34.28,33.9,33.92,0.35%,1369411200.0,0,[],
100,28-05-2013 16:00:00,48.22M,35.02,35.18,34.41,34.42,2.19%,1369756800.0,2,"['stocks zoom higher amid strong data, central bank optimism_ ', 'stock futures are in rally mode after a long weekend for wall street_ housing & consumer data on tap_ ']","stocks zoom higher amid strong data, central bank optimism_ stock futures are in rally mode after a long weekend for wall street_ housing & consumer data on tap_ "
101,29-05-2013 16:00:00,38.42M,34.88,35.02,34.57,34.74,-0.40%,1369843200.0,2,"['u-turn: # fed # tapering concerns send stocks sliding in choppy trading after tuesdays rally_ ', 'theyre baaaack   fed tapering concerns send us  stock futures global markets sliding ']",u-turn: # fed # tapering concerns send stocks sliding in choppy trading after tuesdays rally_ theyre baaaack   fed tapering concerns send us  stock futures global markets sliding 
102,30-05-2013 16:00:00,51.13M,35.03,35.25,34.81,34.85,0.43%,1369929600.0,2,"['u_s_ stock futures rise despite markets in japan plunging into correction territory_ several key reports on tap_ ', 'stocks seek direction in early action as traders await data on the housing market_ ']",u_s_ stock futures rise despite markets in japan plunging into correction territory_ several key reports on tap_ stocks seek direction in early action as traders await data on the housing market_ 
103,31-05-2013 16:00:00,56.17M,34.9,35.28,34.79,34.82,-0.37%,1370016000.0,3,"['stocks are in the red on weak data, profit taking_ still, the s&p is up more than 3% for may_ ', 'stocks drift higher as weak data cool # qe # tapering fears_ ', '(cont) stocks shed losses on the strong manufacturing data_ # foxmkts']","stocks are in the red on weak data, profit taking_ still, the s&p is up more than 3% for may_ stocks drift higher as weak data cool # qe # tapering fears_ (cont) stocks shed losses on the strong manufacturing data_ # foxmkts"
104,03-06-2013 16:00:00,51.26M,35.59,35.63,34.83,34.92,1.98%,1370275200.0,2,"['stock futures rebound after fridays selloff_ get ready for a busy week_ ', 'a year after unveiling # windows rt, @ microsoft reportedly slashing prices on os that powers small tablets: ']","stock futures rebound after fridays selloff_ get ready for a busy week_ a year after unveiling # windows rt, @ microsoft reportedly slashing prices on os that powers small tablets: "
105,04-06-2013 16:00:00,65.54M,34.99,35.74,34.77,35.62,-1.69%,1370361600.0,0,[],
106,05-06-2013 16:00:00,46.03M,34.78,34.89,34.43,34.6,-0.60%,1370448000.0,3,"['stocks open in the red on weak # adp data, continued # qe worries_ ', '# amazons stock is up 5_9% this year, widely trailing the broad markets_ is  amzns new grocery business enough to entice you to buy shares?', 'stock futures stuck in the red after weak # adp reading_ lots more economic news on tap today_ ']","stocks open in the red on weak # adp data, continued # qe worries_ # amazons stock is up 5_9% this year, widely trailing the broad markets_ is  amzns new grocery business enough to entice you to buy shares?stock futures stuck in the red after weak # adp reading_ lots more economic news on tap today_ "
107,06-06-2013 16:00:00,37.63M,34.96,35.11,34.49,34.84,0.52%,1370534400.0,3,"['# windows in # myanmar? @ microsoft establishes presence in the country for the first time: ', 'does a report the u_s_ government is mining call records of # verizon customers affect your view on # verizons stock?  vz up 12% this year_', 'the # dow dropped below 15k on rough day for stocks: ']",# windows in # myanmar? @ microsoft establishes presence in the country for the first time: does a report the u_s_ government is mining call records of # verizon customers affect your view on # verizons stock?  vz up 12% this year_the # dow dropped below 15k on rough day for stocks: 
108,07-06-2013 16:00:00,40.76M,35.67,35.78,35.06,35.25,2.03%,1370620800.0,2,"['stocks climb as u_s_ jobs data hit sweet spot_ ', 'forget the # stock market, try # investing in wine or comic books! follow our coverage today on # offbeatinvest here: ']","stocks climb as u_s_ jobs data hit sweet spot_ forget the # stock market, try # investing in wine or comic books! follow our coverage today on # offbeatinvest here: "
109,10-06-2013 16:00:00,36.00M,35.47,35.65,35.14,35.51,-0.56%,1370880000.0,2,"['# japans benchmark stock-market index surged close to 5% today_ ', 'stock futures point to more gains for wall street_ heres what to expect today: ']",# japans benchmark stock-market index surged close to 5% today_ stock futures point to more gains for wall street_ heres what to expect today: 
110,11-06-2013 16:00:00,39.44M,34.84,35.18,34.68,35.05,-1.78%,1370966400.0,1,['are  stocks still a good investment or is the 2013 rally coming to an end '],are  stocks still a good investment or is the 2013 rally coming to an end 
111,12-06-2013 16:00:00,37.37M,35.0,35.27,34.85,35.14,0.46%,1371052800.0,4,"['stock futures rebound after yeterdays selloff_ heres what to expect today: ', 'stocks are posting solid gains in early action, a stark contrast to the heavy losses seen yesterday_ ', 'wall street trims losses, but stocks still down in choppy action_ # djia -48 points: ', 'are preferred # stocks the # best way to find yield? ']","stock futures rebound after yeterdays selloff_ heres what to expect today: stocks are posting solid gains in early action, a stark contrast to the heavy losses seen yesterday_ wall street trims losses, but stocks still down in choppy action_ # djia -48 points: are preferred # stocks the # best way to find yield? "
112,13-06-2013 16:00:00,45.65M,34.72,35.02,34.59,34.99,-0.80%,1371139200.0,2,"['liberty globals 3_5b # stock buyback program: ', 'after intense losses in asia, u_s_ stock futures are pointing to a modestly lower open_ heres what to expect today: ']","liberty globals 3_5b # stock buyback program: after intense losses in asia, u_s_ stock futures are pointing to a modestly lower open_ heres what to expect today: "
113,14-06-2013 16:00:00,53.20M,34.4,34.69,34.25,34.55,-0.92%,1371225600.0,3,"['_ @ microsoft office has finally arrived on # apples # iphone, but there are some strings attached: ', 'a time of high growth for # shutterstock? ', '# microsoft to open # windows stores inside best buy: ']","_ @ microsoft office has finally arrived on # apples # iphone, but there are some strings attached: a time of high growth for # shutterstock? # microsoft to open # windows stores inside best buy: "
114,17-06-2013 16:00:00,49.67M,35.0,35.16,34.63,34.69,1.74%,1371484800.0,3,"['its only monday but its already been a busy week for # weyerhaeuser_  wy unveils 2_7b deal, new ceo & stock sale: ', 'stocks kick off the week in # rally mode as # fed anxiety cools_ dow +145 pts_ ', 'stock futures zip higher as # fed decision looms large_ ']","its only monday but its already been a busy week for # weyerhaeuser_  wy unveils 2_7b deal, new ceo & stock sale: stocks kick off the week in # rally mode as # fed anxiety cools_ dow +145 pts_ stock futures zip higher as # fed decision looms large_ "
115,18-06-2013 16:00:00,28.62M,34.98,35.17,34.9,34.97,-0.06%,1371571200.0,2,"['watch: # stocks soar as investors look toward upcoming # fed meeting_ dow +163 pts: ', 'stock futures edge up ahead of housing, inflation data_ heres what to expect today: ']","watch: # stocks soar as investors look toward upcoming # fed meeting_ dow +163 pts: stock futures edge up ahead of housing, inflation data_ heres what to expect today: "
116,19-06-2013 16:00:00,30.82M,34.59,35.09,34.59,34.96,-1.11%,1371657600.0,2,"['# huawei exec says theyre open-minded about buying nokia, despite concerns over # windowsphone_  nok +7%: ', 'stock futures wobble as wall street gears up for the # fed decision_ ']","# huawei exec says theyre open-minded about buying nokia, despite concerns over # windowsphone_  nok +7%: stock futures wobble as wall street gears up for the # fed decision_ "
117,20-06-2013 16:00:00,54.50M,33.49,34.33,33.37,34.26,-3.18%,1371744000.0,1,['report: microsoft walked away from a deal to buy nokias device business_ '],report: microsoft walked away from a deal to buy nokias device business_ 
